pressure,flow_rate,water_cut
0.7828007486179438,0.1692913101261119,0.1920790602044513
0.9523568929284998,0.9377320946988165,0.20796615712392208
0.9261129380197268,0.3348164031051467,0.03070856518195641
0.8342586526969629,0.3801326224835955,0.3228297237514601
0.9045680655966026,0.7772701375597035,0.5702919098853103
0.19808301477190104,0.3460678923232329,0.8807585206483736
0.2852073914007036,0.9741674355239126,0.6818873629328904
0.29011323382294385,0.7548436464996078,0.4408242070093505
0.3804377360620841,0.6109404286391087,0.9798624527790241
0.39711796952235145,0.9012755573247447,0.7363590143296983
0.5521969488449219,0.049841728036285865,0.9559624979015028
0.1577430870427441,0.2623257983043258,0.5368113454918024
0.7026171237567449,0.47533925175448943,0.2570660604299218
0.16562525778274062,0.23151261831712336,0.0425043507091037
0.31199564427171467,0.7609659151826704,0.7434802505781891
0.5099392079746197,0.9405168610735207,0.1137998011900361
0.8104850087391349,0.4330730360415165,0.30274305714321753
0.7520654918385519,0.34945719964092714,0.5418953083173479
0.6557428276206554,0.9838856500131411,0.5751561774342654
0.15353219858099343,0.45466623522269367,0.6128117496171541
0.5547502651531042,0.49993320078481995,0.16060280076537842
0.08346860063614125,0.35920510329513566,0.3828738358777622
0.38075484276274474,0.9306232236051389,0.6301066483592291
0.4178272001924106,0.5817766666346845,0.9972486830282398
0.034622673850852936,0.77967803621289,0.7450901966995415
0.2747520118861202,0.8305128995117698,0.948089750823846
0.9737409418514913,0.34916676999944185,0.7810947982059386
0.9716728146460778,0.44323774018472406,0.6035805029139639
0.35508231189282125,0.8680664574290248,0.18743169807720395
0.03799494003052806,0.3710918174369343,0.6816356127524099
0.17744670517209427,0.812208233685939,0.6365466348102782
0.39598705787510924,0.9628290498800459,0.6147753677637235
0.965671126133538,0.6373463115522148,0.4974529445971671
0.13858753121762057,0.7586328151370205,0.537923971253157
0.7767233575875423,0.8236409046056911,0.3357141885052207
0.10524444988090798,0.8645511614504721,0.5281953752938612
1.0,0.4036603620996271,0.19319200665139638
0.3851162828449537,0.051539446181604526,0.8258258773575177
0.7887399374129125,0.4106486351698301,0.1809281215767944
0.3450988559108561,0.6891170426482675,0.07596712720318013
0.6374232149574925,0.46029741970375504,0.44170889185395784
0.1906963009861491,0.766146448035016,0.6729124731439243
0.14353205918428913,0.36466688392365376,0.4432402425438147
0.9557086020832868,0.6491595766210245,0.2756507881498867
0.9347727518770608,0.18997102658438184,0.5686536530860041
0.9038272927859308,0.7665625793159371,0.3487910784373008
0.6351309642959142,0.5579535059005795,0.9587762453463484
0.8226133126057611,0.2080431902986847,0.9481328370327009
0.06459107189464253,0.2980187605399275,0.5105570545429123
0.33709849019824123,0.7657834165803155,0.32888564355816924
0.3154765773969581,0.4933298022820698,0.7549826362111248
0.6456024178208912,0.22030023891567,0.025727212306736517
0.3588053225564134,0.989744731729303,0.4818178452249139
0.14608100862599982,0.7314883198151974,0.33767249010908607
0.6054282757614888,0.9793627402144714,0.945936745475992
0.8288844809722662,0.43648877649679574,0.0
0.3856361658169425,0.4856471386239486,0.5630768281242992
0.12943017685622393,0.9187490281573188,0.7586591798770649
0.19548717681132055,0.5368065489577103,0.49248877264647256
0.23731928016295356,0.7234520776934333,0.07642184787634115
0.3013201144811408,0.2573174890567861,0.9999999999999999
0.6529339101529625,0.4565856844843633,0.5268395005191655
0.6100205242730532,0.12547514120106443,0.6269748282672821
0.7075731795124167,0.21000525938324008,0.23385371416883333
0.36551588487226483,0.0,0.49090629653279977
0.8387425894254437,0.03925028204362632,0.43432019633729013
0.20307473209644866,0.9999999999999999,0.06548208352195889
0.4747628210461454,0.2472603591057743,0.09803374089500372
0.8150975102043796,0.6784183967707957,0.8594536987299567
0.17853745262315857,0.858467268938279,0.23719604489712645
0.10645503398011535,0.5630383004899677,0.19048742904493354
0.8999461077575419,0.1558893635696624,0.5132012412942863
0.34544604242719035,0.7447945574901265,0.7878989172617497
0.6950530761811582,0.6138309855630062,0.05199964229894876
0.019792199123084053,0.7480046591983206,0.5880576548319547
0.7013868505650029,0.7874335645246364,0.11162109647351098
0.31793572514577084,0.9980811451856263,0.02546494934228525
0.050957007395184495,0.5864961238112303,0.04241821037682811
0.619113203955401,0.3489538020376818,0.8560090815152733
0.2407241971396641,0.6632124783395839,0.1103321710390335
0.3904389724188153,0.06913295140527004,0.03451303921652407
0.07642838801276897,0.9181776107921115,0.4434308413417114
0.14470332606248282,0.12130768644942588,0.8662431157168043
0.2993509422549063,0.33482115455837613,0.26071442441116743
0.08584039490941764,0.8345470071276458,0.4265771491414996
0.9277783512026847,0.6108207324329888,0.029068938721067916
0.0,0.40220818664128455,0.4550696873609142
0.4899589974883978,0.4839421171957523,0.5888959639457075
0.12017960310881937,0.8742893062906487,0.5819138529609569
0.3092994135252569,0.34727741271951906,0.33361536254679375
0.9433988706675742,0.8897575707275681,0.3160263527923594
0.15960400819144838,0.08930390978671901,0.09851607871108733
0.9841826383823029,0.7946562650237828,0.3694020554475699
0.20482483197108625,0.8671199214216633,0.0910936329913346
0.7542156688050121,0.18525735092438259,0.7856591672279322
0.5543728279686655,0.4398088142475619,0.9935581879239744
0.9007610701486273,0.16854404269551834,0.9975147976697832
0.5618747881600268,0.7227609428126244,0.8881884995571874
0.5419467463012304,0.5473545378894854,0.6130293044436681
0.19422570874748035,0.6497528180761557,0.7172228351420575
